"№","Web-Site","Name","Info","Time"
"1768","Skillbox","Продвижение фэшн-бренда","","4 "
"1769","Skillbox","JavaScript-фреймворк React.js","","3 "
"1770","Skillbox","Influencer marketing manager","","3 "
"1771","Skillbox","Таргетолог с нуля","","3 "
"1772","Skillbox","Основы математики для Data Science","","4 "
"1773","Skillbox","After Effects с нуля до PRO","","2 "
"1774","Skillbox","Креативная реклама","","2 "
"1775","Skillbox","Node.js","","3 "
"1776","Skillbox","Куратор онлайн-школы","","4 "
"1777","Skillbox","Личный бренд спортсмена","","3 "
"1778","Skillbox","Wellness. Внутренний баланс","","2 "
"1779","Skillbox","FL Studio","","3 "
"1780","Skillbox","Веб-дизайнер (5 курс)","","18 "
"1781","Skillbox","Игровой баланс","","3 "
"1782","Skillbox","PowerPoint + Google Презентации","","2 "
"1783","Skillbox","3D-моделирование в ZBrush с нуля","","2 "
"1784","Skillbox","PHP-фреймворк Symfony","","4 "
"1785","Skillbox","Houdini c нуля до PRO","","2 "
"1786","Skillbox","Продуктовый дизайнер","","4 "
"1787","Skillbox","Рекламная фотография","","4 "
"1788","Skillbox","Философия искусственного интеллекта","","4 "
"1789","Skillbox","Tableau","","6 "
"1790","Skillbox","Интернет-маркетолог с нуля","","10 "
"1791","Skillbox","Введение в операторское мастерство","","3 "
"1792","Skillbox","Продвижение в TikTok","","3 "
"1793","Skillbox","VFX в Houdini","","5 "
"1794","Skillbox","Маркетинг для предпринимателей","","3 "
"1795","Skillbox","Дизайнер упаковки","","4 "
"1796","Skillbox","Создание сэмплов","","2 "
"1797","Skillbox","Motion-дизайнер с нуля до PRO","","10 "
"1798","Skillbox","Ableton Live c нуля до PRO","","4 "
"1799","Skillbox","Алгоритмы и структуры данных для разработчиков","","12 "
"1800","Skillbox","Финансы для нефинансистов","","2 "
"1801","Skillbox","Как подготовиться к профессиональной конференции","","2 "
"1802","Skillbox","Иллюстрация на iPad","","3 "
"1803","Skillbox","1С:Бухгалтерия 8, редакция 3.0","","4 "
"1804","Skillbox","Продуктовая аналитика","","4 "
"1805","Skillbox","Angular","","3 "
"1806","Skillbox","Битмейкинг","","4 "
"1807","Skillbox","Adobe Illustrator для иллюстрации","","2 "
"1808","Skillbox","PR для fashion-брендов","","5 "
"1809","Skillbox","Аналитика для руководителей и владельцев бизнеса","","2 "
"1810","Skillbox","Сквозная аналитика","","3 "
"1811","Skillbox","Медийная реклама: ATL","","5 "
"1812","Skillbox","Ретушь для фотографа","","2 "
"1813","Skillbox","Продакт-менеджмент","","5 "
"1814","Skillbox","Менеджмент в индустрии красоты","","4 "
"1815","Skillbox","PHP-разработчик. Базовый уровень","","7 "
"1816","Skillbox","Бренд-менеджер","","3 "
"1817","Skillbox","BTL-маркетинг","","4 "
"1818","Skillbox","Управление продажами","","4 "
"1819","Skillbox","Личный бренд","","3 "
"1820","Skillbox","Запуск подкаста с нуля","","2 "
"1821","Skillbox","Таргетолог PRO","","3 "
"1822","Skillbox","Enterprise технологии в Java-разработке","","6 "
"1823","Skillbox","Видеомаркетинг","","2 "
"1824","Skillbox","Дизайн мебели","","4 "
"1825","Skillbox","Тайм-менеджмент","","1 "
"1826","Skillbox","Администрирование ОС Linux","","3 "
"1827","Skillbox","Карьера разработчика: трудоустройство и развитие","","1 "
"1828","Skillbox","Операционный менеджмент и непрерывные улучшения","","2 "
"1829","Skillbox","Скетчинг для дизайнеров интерьера","","2 "
"1830","Skillbox","Дизайн мобильных приложений с нуля до PRO","","8 "
"1831","Skillbox","Как написать сценарий к сериалу","","4 "
"1832","Skillbox","Контекстная реклама с нуля","","3 "
"1833","Skillbox","Интерьерная фотография","","2 "
"1834","Skillbox","Введение в программирование","","1 "
"1835","Skillbox","Разработчик игр на Unreal Engine 4. Junior+","","10 "
"1836","Skillbox","Стресс-менеджмент","","2 "
"1837","Skillbox","Медиапланирование","","3 "
"1838","Skillbox","Основы работы с маркетплейсами","","4 "
"1839","Skillbox","TypeScript для веб-разработчика","","5 "
"1840","Skillbox","Android-разработчик. Базовый уровень","","10 "
"1841","Skillbox","Продюсер игр","","4 "
"1842","Skillbox","Тренд-аналитик в Fashion","","3 "
"1843","Skillbox","Дизайнер промосайтов","","4 "
"1844","Skillbox","Разработка программы лояльности","","6 "
"1845","Skillbox","iOS-разработка для начинающих","","6 "
"1846","Skillbox","Качественные исследования","","3 "
"1847","Skillbox","Геомаркетинг","","2 "
"1848","Skillbox","Сторисмейкер","","3 "
"1849","Skillbox","1С:Зарплата и управление персоналом 8","","3 "
"1850","Skillbox","Нарративный дизайн","","2 "
"1851","Skillbox","Флористика с нуля","","4 "
"1852","Skillbox","Проект в Readymag","","2 "
"1853","Skillbox","Медиаменеджер","","2 "
"1854","Skillbox","Брендинг и бренд-дизайн","","4 "
"1855","Skillbox","Специалист по кибербезопасности","","4 "
"1856","Skillbox","A/B-тестирование","","2 "
"1857","Skillbox","Adobe Lightroom","","2 "
"1858","Skillbox","Основы тестирования","","4 "
"1859","Skillbox","Скетчинг на планшете","","2 "
"1860","Skillbox","Лидерство и управление в дизайне","","4 "
"1861","Skillbox","Шрифт в дизайне","","3 "
"1862","Skillbox","Запуск и продвижение YouTube-канала","","3 "
"1863","Skillbox","Визуализация в 3ds Max и V-Ray","","5 "
"1864","Skillbox","Онлайн-преподаватель","","4 "
"1865","Skillbox","Коммерческий редактор","","4 "
"1866","Skillbox","Clo 3D для fashion-дизайнеров","","3 "
"1867","Skillbox","Автоматизированное тестирование на Java","","12 "
"1868","Skillbox","Дизайнер на фрилансе в Digital","","4 "
"1869","Skillbox","Как открыть хостел","","3 "
"1870","Skillbox","Визажист с нуля","","3 "
"1871","Skillbox","Adobe XD","","2 "
"1872","Skillbox","Cinema 4D 2.0","","2 "
"1873","Skillbox","Event-флористика","","4 "
"1874","Skillbox","Sketch 2.0","","2 "
"1875","Skillbox","Blender.Design","","3 "
"1876","Skillbox","Стилист fashion-съёмок","","4 "
"1877","Skillbox","Продюсирование в Fashion","","4 "
"1878","Skillbox","Fashion-скетчинг","","3 "
"1879","Skillbox","Личные инвестиции","","3 "
"1880","Skillbox","InDesign","","4 "
"1881","Skillbox","Realtime Landscaping Architect","","2 "
"1882","Skillbox","Финансы для предпринимателя","","3 "
"1883","Skillbox","Проектирование и визуализация в SketchUp","","3 "
"1884","Skillbox","Светодизайн ландшафтной среды","","3 "
"1885","Skillbox","Декорирование в дизайне интерьера","","4 "
"1886","Skillbox","Портретная фотография","","3 "
"1887","Skillbox","3D-моделирование украшений в Rhinoceros","","3 "
"1888","Skillbox","Персональный стилист","","4 "
"1889","Skillbox","Горшечные растения","","2 "
"1890","Skillbox","Capture One","","2 "
"1891","Skillbox","Запуск и продвижение интернет-магазина с нуля","","2 "
"1892","Skillbox","Организация цветочного бизнеса с нуля","","3 "
"1893","Skillbox","Электронная музыка с нуля до PRO","","8 "
"1894","Skillbox","Ландшафтный дизайн общественных пространств","","5 "
"1895","Skillbox","Дизайнер мерча","","2 "
"1896","Skillbox","Свадебная флористика","","4 "
"1897","Skillbox","Ландшафтный скетчинг","","3 "
"1898","Skillbox","Бизнес-стратегия","","3 "
"1899","Skillbox","История моды","","2 "
"1900","Skillbox","Fashion-фотография","","4 "
"1901","Skillbox","Python-фреймворк Django","","6 "
"1902","Skillbox","Adobe Illustrator с нуля","","2 "
"1903","Skillbox","Фуд-фотография","","3 "
"1904","Skillbox","Предметная фотография","","3 "
"1905","Skillbox","Системный аналитик с нуля","","6 "
"1906","Skillbox","Интерьерная флористика","","2 "
"1907","Skillbox","Освещение интерьеров с нуля","","4 "
"1908","Skillbox","Баинг в Fashion","","4 "
"1909","Skillbox","Основы контент-маркетинга","","4 "
"1910","Skillbox","Менеджер по обучению и развитию персонала","","3 "
"1911","Skillbox","Мессенджер-маркетинг от Intellect Dialog","","4 "
"1912","Skillbox","Книжная иллюстрация","","2 "
"1913","Skillbox","Эмоциональный интеллект и лидерство","","2 "
"1914","Skillbox","Adobe Illustrator для fashion-дизайнера","","3 "
"1915","Skillbox","Академия Dota 2 Middle","","3 "
"1916","Skillbox","Дизайн ювелирных украшений","","3 "
"1917","Skillbox","Работа в командной строке Bash","","1 "
"1918","Skillbox","CX-исследования","","4 "
"1919","Skillbox","Стилист по волосам","","3 "
"1920","Skillbox","Управление креативным пространством","","4 "
"1921","Skillbox","Photoshop для иллюстраторов","","2 "
"1922","Skillbox","Эффективные переговоры","","2 "
"1923","Skillbox","Маркетинг для B2B","","3 "
"1924","Skillbox","Agile: Scrum и Kanban в работе над продуктом","","3 "
"1925","Skillbox","Основы и практика Business Intelligence","","4 "
"1926","Skillbox","Комьюнити в соцсетях","","2 "
"1927","Skillbox","VR-разработчик на Unreal Engine 4","","4 "
"1928","Skillbox","Pro Tools с нуля","","4 "
"1929","Skillbox","AutoCAD с нуля до PRO","","2 "
"1930","Skillbox","Как говорить на одном языке с видеопродакшеном","","1 "
"1931","Skillbox","Шахматы с нуля","","1 "
"1932","Skillbox","Базы данных для разработчиков","","6 "
"1933","Skillbox","Креативный копирайтинг для соцсетей","","2 "
"1934","Skillbox","Репутационный менеджмент и маркетинг","","2 "
"1935","Skillbox","Автоматизированное тестирование веб-приложений на JavaScript","","12 "
"1936","Skillbox","Академия Dota 2. Junior","","3 "
"1937","Skillbox","Искусство коммуникации","","2 "
"1938","Skillbox","Customer Development","","2 "
"1939","Skillbox","Рекламная графика","","5 "
"1940","Skillbox","Digital-стратегия","","3 "
"1941","Skillbox","Продвижение и продажи в digital-агентстве","","6 "
"1942","Skillbox","Как открыть digital-агентство","","5 "
"1943","Skillbox","Персонажная иллюстрация","","3 "
"1944","Skillbox","Сервисный дизайн и клиентский опыт","","4 "
"1945","Skillbox","Трекер для бизнеса","","3 "
"1946","Skillbox","Archicad 25","","3 "
"1947","Skillbox","Конструирование одежды","","3 "
"1948","Skillbox","Дизайн печатных изданий","","4 "
"1949","Skillbox","Бренд-стратегия","","3 "
"1950","Skillbox","Элементарная музыкальная теория","","4 "
"1951","Skillbox","Дизайнер социальных сетей","","3 "
"1952","Skillbox","Управляющий рестораном","","4 "
"1953","Skillbox","Анимация интерфейсов в Principle","","2 "
"1954","Skillbox","Каллиграфия с нуля","","4 "
"1955","Skillbox","Основы экономического мышления","","2 "
"1956","Skillbox","Текстильный декор с нуля до PRO","","4 "
"1957","Skillbox","Авторское право в цифровой среде","","2 "
"1958","Skillbox","Корпоративные финансы: планирование и анализ","","4 "
"1959","Skillbox","Основы рисунка","","3 "
"1960","Skillbox","Управление командами digital-специалистов","","1 "
"1961","Skillbox","Маркетинговые исследования","","3 "
"1962","Skillbox","Продвижение в Яндекс.Дзен","","3 "
"1963","Skillbox","DIALux Evo с нуля до PRO","","2 "
"1964","Skillbox","Go-Разработчик PRO","","8 "
"1965","Skillbox","SketchUp для ландшафтных дизайнеров","","2 "
"1966","Skillbox","Концепт-арт в играх","","4 "
"1967","Skillbox","3D для 2D-художников","","4 "
"1968","Skillbox","Email-маркетинг","","3 "
"1969","Skillbox","Игровые практики для бизнеса и работы","","4 "
"1970","Skillbox","История дизайна интерьеров XX века","","3 "
"1971","Skillbox","Менеджер команды","","2 "
"1972","Skillbox","Путь мастера в индустрии красоты","","4 "
"1973","Skillbox","Краудфандинг","","3 "
"1974","Skillbox","Управление конфликтами","","2 "
"1975","Skillbox","JavaScript","","3 "
"1976","Skillbox","Кондитер с нуля","","4 "
"1977","Skillbox","Категорийный менеджмент в Fashion","","3 "
"1978","Skillbox","Мерчандайзинг","","3 "
"1979","Skillbox","Управление современной школой","","4 "
"1980","Skillbox","Комплаенс-специалист","","3 "
"1981","Skillbox","Маркетинг в ресторанном бизнесе","","2 "
"1982","Skillbox","Аналитик данных с нуля","","6 "
"1983","Skillbox","Концепт-арт в кино","","3 "
"1984","Skillbox","Здоровая самооценка. Как обрести уверенность, принять и полюбить себя","","2 "
"1985","Stepik.org","Bioinformatics Algorithms","Explore the power of computing in modern biology and apply existing software tools to find recurring biological motifs within genes that are responsible for helping Mycobacterium tuberculosis go ""dormant"" within a host for many years before causing an active infection.Interactive preview of Bioinformatics Algorithms: An Active Learning Approach.© 2014 by Phillip Compeau… More","11 h"
"1986","Stepik.org","Data Structures","Data Structures - Niema Moshiri and Liz Izhikevich - 2016","12 h"
"1987","Stepik.org","Programming using Python","","15 h"
"1988","Stepik.org","Java. Functional programming","The course introduces elements of functional programming in Java 8. After completing this course, you will have a basic understanding of lambda expressions, functional interfaces, stream API, lazy evaluation, currying and monads.","10 h"
"1989","Stepik.org","Intro. to Comp. Sci. & OOP: Python","Introduction to Computer Science and Object-Oriented Programming: Python","10 h"
"1990","Stepik.org","Easy Way to Technical Writing","The course is aimed at simplifying your approach to technical writing in English as well as explaining some grammar, vocabulary, and punctuation typical of this genre. It summarizes the main points of successful and up-to-date technical writing and reading process.Feel free to enroll and enjoy these clear, practical, easy-to-access and inspiring materials.","7 h"
"1991","Stepik.org","JavaScript for Beginners","This course covers the basics of programming in JavaScript, as well as some of the tools and data models that are necessary for the practical use of JavaScript.","5 h"
"1992","Stepik.org","Java. Collections","This is an introductory course to Java. Join the course for a basic introduction into the language, to learn about collections, and to practice using them in Java programs. For those of you who are just starting out on your learning journey, we recommend you do the “Java. Introduction” course first.","4 h"
"1993","Stepik.org","Python Skills for Handling Biological Data","This course is aimed at equipping students and research scientists with practical python skills for handling biological data. Whether you are new to bioinformatics/ computational biology or already have experience in programming, this course is ideal for you.","2 h"
"1994","Stepik.org","Hacking COVID-19 — Course 1: Identifying a Deadly Pathogen","Hacking COVID-19 — Course 1: Identifying a Deadly Pathogen","1 h"
"1995","Stepik.org","Java. Statements and Arrays","This is an introductory course to Java. Join the course for a basic introduction into the language, to learn about statements and arrays, and to practice using them in Java programs. For those of you who are just starting out on your learning journey, we recommend you do the “Java. Introduction” course first.","5 h"
"1996","Stepik.org","Introduction to JavaScript and React","This course is designed to help students get comfortable with the basics of JavaScript leading to React.","7 h"
"1997","Stepik.org","Fundamentals of General Chemistry","Methodological system of the course “Fundamentals of General Chemistry” focuses on effective assimilation of knowledge and development of students’ skills in reading, interpretation and solution of tasks in chemistry in English. The course includes an advanced study of selected topics of General chemistry in English: thermochemistry, chemical equilibrium, and chemical kinetics.","4 h"
"1998","Stepik.org","Linear Algebra: Problems and Methods","The goal of the course is explain the fundamental ideas of linear algebra and how to use them to find easy solutions of hard problems.","29 h"
"1999","Stepik.org","Introduction to Statistics","The course provides an introduction to statistics and data analysis. During the four week we will discus the most important methods and concepts of statistics.","3 h"
"2000","Stepik.org","Technical maintenance of aircraft and aircraft engines","In this course you will learn about civil aviation in the Russian economy, the role of an engineer of aircraft technical maintenance, and training facilities and benefits at Samara University","5 h"
"2001","Stepik.org","English Grammar for 1C People","Practice English grammar in 1C context and terms","6 h"
"2002","Stepik.org","Java. Introduction","This is an introductory course to Java. Join the course to get the basic information about the language, to learn about variables and types, and write your very first Java program.","3 h"
"2003","Stepik.org","The UK: geography, countries and capitals. 5th form","Курс предназначен для учеников 5 класса","7 h"
"2004","Stepik.org","Algorithms in Bioinformatics @KAUST","Journey to the Frontier of Computational Biology. Master bioinformatics software and computational approaches in modern biology.","176 h"
"2005","Stepik.org","Technologies of water treatment (Bioengineering-2)","The program is aimed at acquaintance with the indicators of wastewater and its ways of biological treatment.","7 h"
"2006","Stepik.org","Окунёмся в «Мир кино»","In this course, you will watch, study, and learn something new about a particular movie. You will also remember the movies that you have watched for a long time and may want to review them. Add-ons for the course, please write in the comments. Have a good course and good luck!!!","1 h"
"2007","Stepik.org","ДЕЛОВОЙ АНГЛИЙСКИЙ ДЛЯ МЕНЕДЖЕРОВ","Уникальная лексика из свежих источников.Актуальные темы.Усложненная грамматика,которая не рассматривается в обычном курсе general English.Фразы и ситуации взяты из жизни.Возможность консультаций с преподавателями в комментариях.Интересные тексты для аудирования.Возможность заниматься в удобном темпе,без привязки к расписанию.","2 h"
"2008","Stepik.org","Ծրագրային անվտանգության հիմունքներ","","5 h"
"2009","Stepik.org","Engineering of the Future","The course is developed as a massive open online course (MOOC), which includes short video lectures, online laboratory classes and creative tasks. The course is designed by professors and students from 5 Schools of Tomsk Polytechnic University. Lessons in engineering are delivered by university students, members of the Club of the Funny and Inventive (KVN), and future… More","5 h"
"2010","Stepik.org","IELTS Academic Express","IELTS Academic Express is a self-paced course that provides with a quick yet effective overview of the IELTS Academic exams, each section, types of tasks and effective strategies.","4 h"
"2011","Stepik.org","IELTS Academic 4-Skills Course (Practice-based)","IELTS Academic 4-Skills Course is a comprehensive course that provides step-by-step preparation for the IELTS Academic Exam. The course focuses on training the necessary sub-skills that are tested across different sections of IELTS Academic. The content is organized in a logical sequence that simplifies the understanding and application of the learning material.Each of the… More","7 h"
"2012","Stepik.org","Russia, China and the U.S. in the Asia-Pacific Region","Курс в доступной форме освещает основные проблемы политики и экономики России, США и Китая. Для студентов бакалавриата, магистратуры и всех интересующихся.","3 h"
"2013","Stepik.org","Physics","This course is intended as a physics course for science and engineering students.","5 h"
"2014","Stepik.org","Ontology Global University Blockchain Workshop - Online Course","//The course will help you familiarize yourself with blockchain solutions and Ontology functionality and explains what business ideas you can back up with Ontology.//Get from theory closer to the practice stage, understand important spots to consider while building your blockchain project, and learn how Ontology can enhance your ideas with its technology. //After… More","3 h"
"2015","Stepik.org","Álgebra Linear - UFTM","","18 h"
"2016","Stepik.org","Epic Guide to Stepik","This is a collection on lessons, describing what is Stepik and how to use it in teaching.","2 h"
"2017","Stepik.org","Financial analysis","The course was developed at the Plekhanov Russian University of Economics. The course is designed to form students ' knowledge of the theoretical provisions of financial analysis and practical skills of its implementation. In the process of studying the course, a significant place is given to the study and skills of using the accounting records of the organization as an… More","2 h"
"2018","Stepik.org","Cálculo II - UFTM","Curso da disciplina de Cálculo II, ministrada nas dependências do ICTE/UFTM, destinado a mostrar ao aluno como ampliar os conceitos aprendidos em Cálculo I para várias váriáveis.","7 h"
"2019","Stepik.org","Machine Learning and Data Mining","","1 h"
"2020","Stepik.org","Basic Life Support and Automated External Defibrillation","This open course gives clear understanding of basic initial care in case of cardiac and respiratory arrest – cardiopulmonary resuscitation with automated external defibrillation (CPR with AED). The course is developed by emergency medicine specialists in accordance with current international guidelines, and targeted primarily at those interested who have no medical background.… More","1 h"
"2021","Stepik.org","Hacking COVID-19 — Course 2: Decoding the Secrets of SARS-CoV-2","Hacking COVID-19 — Course 2: Decoding the Secrets of SARS-CoV-2","2 h"
"2022","Stepik.org","Introduction to Dental Materials Science","The course “Introduction to Dental Materials Science” presents a brief information about properties and standard quality characterictics of laboratory dental materials used throughout the main dimentions of dental care.The course includes an advanced study in English of selected topics of Dental Materials Science: alginate hydrocolloid and elastomeric impression materials,… More","4 h"
"2023","Stepik.org","English 8 klass 4ever","UNIT 8 , 9 учебника ""Английский язык 8 класс"", авторы Л. М. Лапицкая, Н. В. Демченко и др.","6 h"
"2024","Stepik.org","legal english is funny","Our course will suit those who wants to fill in the vocabulary in the legal field, get a little immersed in the American legal system.Most of the course is in English, but there are also lessons in Russian.","1 h"
"2025","Stepik.org","Convert between ASCII, Binary, Decimal and Hex","By the end of the course, you will be able to encode text messages and convert between binary, decimal and hexadecimal numbering systems.","3 h"
"2026","Stepik.org","Cálculo I - UFTM","Curso da disciplina de Cálculo I, ministrada nas dependências do ICTE/UFTM, destinado a familiarizar o aluno com os conceitos de limite, derivada e integral de funções de uma única variável.","17 h"
"2027","Stepik.org","Tree-Thinking Challenge","This challenge includes a number of multiple-choice questions you can use to test yourself on your ability to accurately interpret evolutionary trees. Insofar as real biological examples have been used they are accurate based on current knowledge.","1 h"
"2028","Stepik.org","Bioinformàtica UAB","Assignatura BioinformàticaUniversitat Autònoma de Barcelona","20 h"
"2029","Stepik.org","Java. Collections Framework.","This course about basic things in the work with java collections. The course includes the functionality introduced in java 8(Stream API + lambda expr., new methods of collections)","6 h"
"2030","Stepik.org","Probability Theory","Probability Theory assignments. Spring 2019.","12 h"
"2031","Stepik.org","Bioinformatics Contest 2019","SOLVE CHALLENGING PROBLEMS TO WINOnline programming competition","33 h"
"2032","Stepik.org","The United Kingdom: Cities, Attractions, Festivals.","A Culture Study course. Cities, attractions and festivals of the UK.","12 h"
"2033","Stepik.org","JetBrains MPS for the impatient","A quick, focused tutorial for people totally new to JetBrains MPS. It provides a quick peek into what MPS does and how.","2 h"
"2034","Stepik.org","English for law students","It is addressed to law students. It contains lecture materials, a wide range of questions, assignments, and test questions for self-control.","2 h"
"2035","Stepik.org","Bioinformatics Contest 2021","SOLVE CHALLENGING PROBLEMS TO WIN Online programming competition","52 h"
"2036","Stepik.org","Python Tkinter","Python Tkinter learning materials for those who wants to get basics in Desktop application development","1 h"
"2037","Stepik.org","Python. Functional Programming","The course is about functional elements available in Python and their usage","13 h"
"2038","Stepik.org","La lengua español. 8-9 grades.","","2 h"
"2039","Stepik.org","Introduction to Vladivostok","The Institute of Foreign languages (VSUES) designed an on-line course about Vladivostok, Russia. Join the course to learn many interesting facts about the capital of the Primorsky territory and improve your English language skills!","5 h"
"2040","Stepik.org","My pronunciation guide","Recently, I have carried out a survey which shows that you, guys, are really interested in pronunciation. Consequently, I decided to explore the topic. So let's have a look at the most common mistakes and errors which I have collected from my students of Elementary through Advanced levels. They are typical of the people whose 1st language is Russian.","1 h"
"2041","Stepik.org","Mastering Web3 with Waves","Discussions:(English only)Developers chat (ask any technical questions):https://t.me/waves_ride_dapps_devDAO & Grants chat (ask any questions about your own Web3 project)https://t.me/ventuary_dao","15 h"
"2042","Stepik.org","Russia's Gas Strategy","The course gives an idea about how gas markets work and explains Russia's gas strategies within economic and geopolitic contexts.","12 h"
"2043","Stepik.org","Applied Computer Science. Git","The course describes most frequently used git commands from real-world workflows.","2 h"
"2044","Stepik.org","Principles of Regenerative Medicine","The course “Principles of Regenerative Medicine” will cover the main concept of a new approach in medicine and its basic elements (cells and biomaterials). Clear and easy to understand explanation given by leading scientists in this field will help you to dip into regenerative medicine and prepare yourself for better understanding of its goals.","3 h"
"2045","Stepik.org","Educational System in the United Kingdom","В рамках курса учащиеся изучат образовательную систему Соединенного Королевства Великобритании и Северной Ирландии","4 h"
"2046","Stepik.org","LaunchCode's Discovery","An introduction to computer programming and a preparation for future coding classes.Course help site: https://help.launchcode.org/","7 h"
"2047","Stepik.org","Bioinformatics Contest 2018","SOLVE CHALLENGING PROBLEMS TO WIN","59 h"
"2048","Stepik.org","Surface Water Quality: management and modeling","The course “Surface Water Quality: management and modeling” allows to quickly introduce students to the features of modeling surface water pollution and how to prevent and eliminate it, taking into account water quality standards and the characteristics of polluting agents. The course is especially relevant for students whose professional activities are related to ensuring… More","5 h"
"2049","Stepik.org","Введение в алгоритмы. Практикум.","Курс создан в рамках курса ""Математические основы программирования"" для студентов ВШЭ. В этом курсе не будет никаких видео или текстов, только практические задания. Предполагается, что необходимые теоретические знания студенты получат на лекциях.","19 h"
"2050","Stepik.org","City Design","City Design online course shows the fundamentals of city planning, building and exploitation via funny short video lectures and a variety of brief assignments for self-control.","2 h"
"2051","Stepik.org","Discover Turtles: Drawing With Python","An intro to drawing in Python using the Turtles module.","1 h"
"2052","Stepik.org","Java. Classes","This is an introductory course to Java. Join the course for a basic introduction into the language, to learn about classes, and to practice using them in Java programs. For those of you who are just starting out on your learning journey, we recommend you do the “Java. Introduction” course first.","3 h"
"2053","Stepik.org","Bioinformatics Contest 2017","Bioinformatics Contest 2017","29 h"
"2054","Stepik.org","Python NURORDA","Python course for Nurorda school students","9 h"
"2055","Stepik.org","Our favourite English 1 (for first-year students)","Государственное бюджетное профессиональное образовательное учреждение педагогический колледж № 1 им. Н.А. Некрасова Санкт-Петербурга(ГБПОУ Некрасовский педколледж №1)","3 h"
"2056","Stepik.org","Regenerative Medicine and Tissue Engineering","The course “Regenerative Medicine and Tissue Engineering” will cover the main concept of tissue engineering and discuss applications of regenerative medicine, advanced technologies, and legal control. Clear and easy to understand explanation given by leading scientists will help you to dip into regenerative medicine and prepare yourself for better understanding of its goals.","5 h"
"2057","Stepik.org","Programming II (C/C++)","The Programming II laboratories from West University of Timisoara, Computer Science department","21 h"
"2058","Stepik.org","Hardware","It will be useful for students who are studying the IT, especially topic ""Hardware"".","1 h"
"2059","Stepik.org","Programming Fundamentals","Programming in C++","4 h"
"2060","Stepik.org","Introduction to Python","The Introduction to Python challenges are used to learn the basics of Python in my high school classes in Rochester, MN.","2 h"
"2061","Stepik.org","English. Speaking","Государственное бюджетное профессиональное образовательное учреждение педагогический колледж № 1 им. Н.А. Некрасова Санкт-Петербурга(ГБПОУ Некрасовский педколледж №1)","7 h"
"2062","Stepik.org","Introduction to Plasmonics","Gain a wide view of the physics of light interaction with metal nanostructures. In this course, you will learn about the whole diversity of unique effects appearing at the junction of nanotechnology, subwavelength optics, quantum mechanics, and solid-state physics. You will find out how giant field enhancement near metallic nanostructures can be used for detecting single… More","13 h"
"2063","Stepik.org","Intro to Programming in Python","Interactive course textbook for CSE 8A at UC San Diego","14 h"
"2064","Stepik.org","Kotlin","This problem set is based on official Kotlin Koans, which are released under the MIT License.","6 h"
"2065","Stepik.org","The Canterville Ghost by Oscar Wilde","Для тех, кто любит читать","3 h"
"2066","Stepik.org","Intro to Programming in Python then Java using Media Computation","CSE8A at UCSD","22 h"
"2067","Stepik.org","CS 110 - Programming and Problem Solving","Note: This is a companion course for CS 110 taught at University of ReginaIntroduction to programming and problem-solving techniques, the fundamental concepts of programming, and the software design process. Topics include data types, control structures, syntax and semantics, scope rules, functions, string processing, one-dimensional arrays, files, and the mechanics of…      More","5 h"
"2068","Stepik.org","Cross-cultural management","The course aims to help both students and professional people understand differences and commonalities  within diverse cultures to become more effective in managing  people across cultures.","2 h"
"2069","Stepik.org","Beam Katas - Python","This course provides a series of katas to get familiar with Apache Beam. Apache Beam website – https://beam.apache.org/","15 h"
"2070","Stepik.org","Bioinformatics Algorithms: An Active Learning Approach","Journey to the Frontier of Computational Biology. Master bioinformatics software and computational approaches in modern biology.","149 h"
"2071","Stepik.org","Читаем на английском: ""Гарри Поттер и проклятое дитя""","В ходе курса будем заниматься осознанным чтением английской книги в оригинале.","1 h"
"2072","Stepik.org","DS^2 (2021, Summer)","","4 h"
"2073","Stepik.org","2 English. Speaking","Государственное бюджетное профессиональное образовательное учреждение педагогический колледж № 1 им. Н.А. Некрасова Санкт-Петербурга(ГБПОУ Некрасовский педколледж №1)","5 h"
"2074","Stepik.org","프로그래밍입문 (0003426004)","","12 h"
"2075","Stepik.org","HHS-SEMESTER-SE-2-OPT3-VOLTIJD","","5 h"
"2076","Stepik.org","Beam Katas - Kotlin","This course provides a series of katas to get familiar with Apache Beam using Kotlin","12 h"
"2077","Stepik.org","PH IEP AI Level 1 2020-2021 Grade 10","","7 h"
"2078","Stepik.org","PH IEP AI Level 2 2020-2021 Grade 11","","7 h"
"2079","Stepik.org","Progalap_05","Hibakereses","9 h"
"2080","Stepik.org","Geography of Russia (Online School by European Gymnasium)","","3 h"
"2081","Stepik.org","CoderDojo Java Course","Java course aimed at 3-5 class students. By CoderDojo Bulgaria.Created: Oct 6, 2020, 8:35:27 PM.","0 h"
"2082","Stepik.org","4IT101 - LS 2020-2021","Introduction to Java. FIS VSE 4IT101 LS 2020-2021","4 h"
"2083","Stepik.org","AASB 2018","Exercícios para Algoritmos de análise de sequências biológicas (ano letivo 2018/2019)","6 h"
"2084","Stepik.org","JavaScript. Introduction for beginners","In this course will be described common language features, which can be implemented to all runtime environments, in accordance with the ECMAScript 6 standard.","1 h"
